	t	genotype	recovered_window
0	40.0	11.0	40.0
1	38.2	0.0	40.0
2	39.0	0.0	40.0
3	37.3	0.0	40.0
4	38.5	15.0	40.0
5	40.0	4.0	40.0
6	37.7	0.0	40.0
7	38.1	4.0	40.0
8	38.7	0.0	40.0
9	36.8	0.0	40.0
10	39.2	15.0	40.0
11	38.8	16.0	40.0
12	37.2	4.0	40.0
13	39.6	0.0	40.0
14	39.4	0.0	40.0
15	37.6	0.0	40.0
16	37.9	0.0	40.0
17	38.6	0.0	40.0
18	38.4	11.0	40.0
19	38.5	16.0	40.0
20	36.1	0.0	40.0
21	36.7	10.0	40.0
22	39.0	17.0	40.0
23	37.7	5.0	40.0
24	38.7	0.0	40.0
25	37.3	0.0	40.0
26	39.2	10.0	40.0
27	37.4	5.0	40.0
28	39.5	0.0	40.0
29	39.1	0.0	40.0
30	38.2	5.0	40.0
31	38.2	14.0	40.0
32	38.8	5.0	40.0
33	38.0	0.0	40.0
34	37.9	0.0	40.0
35	39.8	28.0	40.0
36	37.1	0.0	40.0
37	39.4	10.0	40.0
38	36.9	0.0	40.0
39	38.1	17.0	40.0
0	42.7	21.0	44.0
1	41.1	0.0	44.0
2	41.5	0.0	44.0
3	41.6	0.0	44.0
4	41.4	5.0	44.0
5	43.0	0.0	44.0
6	41.6	33.0	44.0
7	40.7	0.0	44.0
8	42.5	22.0	44.0
9	42.4	0.0	44.0
10	43.7	0.0	44.0
11	43.5	14.0	44.0
12	41.5	0.0	44.0
13	40.5	0.0	44.0
14	42.7	0.0	44.0
15	43.7	0.0	44.0
16	41.1	0.0	44.0
17	40.5	4.0	44.0
18	43.7	32.0	44.0
19	43.8	16.0	44.0
20	41.7	15.0	44.0
21	43.0	0.0	44.0
22	41.1	16.0	44.0
23	40.5	0.0	44.0
24	41.3	20.0	44.0
25	41.8	4.0	44.0
26	42.3	29.0	44.0
27	43.6	30.0	44.0
28	42.2	4.0	44.0
29	41.9	0.0	44.0
30	43.2	26.0	44.0
31	43.7	4.0	44.0
32	41.2	0.0	44.0
33	42.3	0.0	44.0
34	43.9	0.0	44.0
35	42.4	31.0	44.0
36	43.9	18.0	44.0
37	44.0	4.0	44.0
38	43.0	0.0	44.0
39	43.2	16.0	44.0
0	44.9	4.0	48.0
1	45.6	18.0	48.0
2	47.6	0.0	48.0
3	48.0	11.0	48.0
4	44.3	22.0	48.0
5	47.2	26.0	48.0
6	47.8	59.0	48.0
7	45.6	9.0	48.0
8	45.8	4.0	48.0
9	47.1	16.0	48.0
10	46.4	15.0	48.0
11	44.7	0.0	48.0
12	45.3	51.0	48.0
13	45.1	0.0	48.0
14	47.9	0.0	48.0
15	47.6	0.0	48.0
16	47.6	61.0	48.0
17	47.2	16.0	48.0
18	45.5	23.0	48.0
19	47.4	9.0	48.0
20	45.6	0.0	48.0
21	46.6	16.0	48.0
22	46.0	16.0	48.0
23	45.1	0.0	48.0
24	46.7	23.0	48.0
25	47.6	14.0	48.0
26	48.0	26.0	48.0
27	45.8	36.0	48.0
28	44.2	15.0	48.0
29	46.3	16.0	48.0
30	46.7	0.0	48.0
31	46.9	4.0	48.0
32	46.2	22.0	48.0
33	45.3	0.0	48.0
34	47.0	16.0	48.0
35	46.2	26.0	48.0
36	47.4	0.0	48.0
37	47.1	15.0	48.0
38	47.1	65.0	48.0
39	47.6	63.0	48.0
0	48.5	16.0	52.0
1	49.7	86.0	52.0
2	51.5	74.0	52.0
3	49.1	22.0	52.0
4	51.4	97.0	52.0
5	48.9	23.0	52.0
6	50.4	82.0	52.0
7	50.2	16.0	52.0
8	51.5	23.0	52.0
9	50.3	47.0	52.0
10	51.1	22.0	52.0
11	50.4	26.0	52.0
12	48.9	47.0	52.0
13	48.6	36.0	52.0
14	48.1	19.0	52.0
15	51.8	4.0	52.0
16	49.0	15.0	52.0
17	50.9	9.0	52.0
18	48.2	0.0	52.0
19	51.1	57.0	52.0
20	48.2	23.0	52.0
21	49.2	19.0	52.0
22	50.0	0.0	52.0
23	51.2	0.0	52.0
24	51.2	0.0	52.0
25	52.0	15.0	52.0
26	50.8	0.0	52.0
27	51.0	0.0	52.0
28	51.1	16.0	52.0
29	50.8	22.0	52.0
30	48.5	39.0	52.0
31	52.0	49.0	52.0
32	51.9	16.0	52.0
33	50.0	22.0	52.0
34	49.9	4.0	52.0
35	51.8	83.0	52.0
36	48.6	22.0	52.0
37	51.1	50.0	52.0
38	51.7	50.0	52.0
39	51.6	103.0	52.0
0	52.3	4.0	56.0
1	52.1	14.0	56.0
2	55.1	56.0	56.0
3	54.4	60.0	56.0
4	53.1	4.0	56.0
5	54.2	36.0	56.0
6	54.6	64.0	56.0
7	55.8	57.0	56.0
8	55.4	4.0	56.0
9	54.1	102.0	56.0
10	52.1	23.0	56.0
11	52.8	89.0	56.0
12	55.2	69.0	56.0
13	52.3	56.0	56.0
14	52.8	56.0	56.0
15	52.5	0.0	56.0
16	53.1	130.0	56.0
17	55.7	23.0	56.0
18	53.8	0.0	56.0
19	54.3	16.0	56.0
20	55.6	76.0	56.0
21	53.3	23.0	56.0
22	52.2	16.0	56.0
23	53.1	69.0	56.0
24	52.4	36.0	56.0
25	53.6	90.0	56.0
26	53.8	14.0	56.0
27	54.2	15.0	56.0
28	53.0	4.0	56.0
29	54.5	15.0	56.0
30	55.5	114.0	56.0
31	55.7	4.0	56.0
32	52.7	36.0	56.0
33	52.2	109.0	56.0
34	54.6	16.0	56.0
35	53.0	23.0	56.0
36	53.8	78.0	56.0
37	55.8	110.0	56.0
38	55.8	16.0	56.0
39	54.3	53.0	56.0
0	59.6	16.0	60.0
1	58.9	26.0	60.0
2	59.5	189.0	60.0
3	59.5	71.0	60.0
4	56.9	4.0	60.0
5	59.3	16.0	60.0
6	56.3	23.0	60.0
7	56.3	0.0	60.0
8	57.9	184.0	60.0
9	58.4	146.0	60.0
10	58.8	0.0	60.0
11	58.4	150.0	60.0
12	58.5	15.0	60.0
13	58.2	170.0	60.0
14	57.5	16.0	60.0
15	57.5	16.0	60.0
16	56.7	101.0	60.0
17	57.8	156.0	60.0
18	58.6	56.0	60.0
19	57.5	0.0	60.0
20	56.9	16.0	60.0
21	57.6	0.0	60.0
22	57.1	181.0	60.0
23	59.3	60.0	60.0
24	57.5	4.0	60.0
25	57.5	152.0	60.0
26	58.6	4.0	60.0
27	56.5	23.0	60.0
28	57.3	14.0	60.0
29	56.3	143.0	60.0
30	59.4	0.0	60.0
31	58.0	66.0	60.0
32	59.0	154.0	60.0
33	59.6	57.0	60.0
34	58.6	16.0	60.0
35	59.2	69.0	60.0
36	60.0	15.0	60.0
37	59.1	57.0	60.0
38	57.3	0.0	60.0
39	57.8	71.0	60.0
0	61.7	39.0	64.0
1	62.4	262.0	64.0
2	63.5	108.0	64.0
3	63.5	106.0	64.0
4	62.7	67.0	64.0
5	61.5	0.0	64.0
6	63.5	59.0	64.0
7	62.0	213.0	64.0
8	61.8	60.0	64.0
9	63.7	113.0	64.0
10	61.8	172.0	64.0
11	63.4	23.0	64.0
12	62.9	142.0	64.0
13	61.4	157.0	64.0
14	60.1	119.0	64.0
15	63.2	209.0	64.0
16	62.1	221.0	64.0
17	61.4	16.0	64.0
18	63.6	67.0	64.0
19	63.6	0.0	64.0
20	63.0	4.0	64.0
21	60.7	0.0	64.0
22	60.7	4.0	64.0
23	61.1	36.0	64.0
24	61.7	64.0	64.0
25	63.3	104.0	64.0
26	60.6	186.0	64.0
27	60.6	66.0	64.0
28	62.4	23.0	64.0
29	60.2	23.0	64.0
30	61.6	4.0	64.0
31	60.7	16.0	64.0
32	61.6	216.0	64.0
33	62.8	211.0	64.0
34	60.3	56.0	64.0
35	61.4	0.0	64.0
36	63.1	56.0	64.0
37	63.5	188.0	64.0
38	62.0	57.0	64.0
39	64.0	0.0	64.0
0	64.9	59.0	68.0
1	66.2	377.0	68.0
2	66.2	119.0	68.0
3	64.7	127.0	68.0
4	65.7	0.0	68.0
5	65.3	4.0	68.0
6	64.6	192.0	68.0
7	67.7	363.0	68.0
8	67.9	66.0	68.0
9	64.3	0.0	68.0
10	67.5	236.0	68.0
