	t	genotype	recovered_window
0	36.7	10.0	40.0
1	38.1	4.0	40.0
2	37.2	4.0	40.0
3	39.0	0.0	40.0
4	39.0	17.0	40.0
5	39.4	0.0	40.0
6	37.3	0.0	40.0
7	36.9	0.0	40.0
8	39.5	0.0	40.0
9	38.0	0.0	40.0
10	37.4	5.0	40.0
11	38.5	16.0	40.0
12	39.5	16.0	40.0
13	38.4	11.0	40.0
14	37.1	0.0	40.0
15	39.4	10.0	40.0
16	39.2	10.0	40.0
17	38.2	0.0	40.0
18	38.8	16.0	40.0
19	37.7	0.0	40.0
20	40.0	11.0	40.0
21	39.4	4.0	40.0
22	38.7	0.0	40.0
23	37.9	0.0	40.0
24	37.3	0.0	40.0
25	38.5	15.0	40.0
26	38.2	14.0	40.0
27	38.8	5.0	40.0
28	39.6	0.0	40.0
29	36.1	0.0	40.0
30	38.7	0.0	40.0
31	39.1	0.0	40.0
32	38.2	5.0	40.0
33	38.1	17.0	40.0
34	38.6	0.0	40.0
35	40.0	4.0	40.0
36	37.6	0.0	40.0
37	37.9	0.0	40.0
38	39.8	28.0	40.0
39	37.7	5.0	40.0
0	43.7	0.0	44.0
1	40.7	0.0	44.0
2	41.9	0.0	44.0
3	41.7	15.0	44.0
4	42.5	22.0	44.0
5	41.2	0.0	44.0
6	43.5	14.0	44.0
7	43.7	4.0	44.0
8	41.5	0.0	44.0
9	43.3	19.0	44.0
10	41.9	10.0	44.0
11	41.1	16.0	44.0
12	43.0	0.0	44.0
13	41.1	0.0	44.0
14	40.5	4.0	44.0
15	41.4	5.0	44.0
16	40.2	10.0	44.0
17	42.8	29.0	44.0
18	43.0	0.0	44.0
19	43.8	26.0	44.0
20	40.5	0.0	44.0
21	43.0	0.0	44.0
22	42.7	21.0	44.0
23	43.6	30.0	44.0
24	43.7	32.0	44.0
25	43.2	16.0	44.0
26	42.2	4.0	44.0
27	42.4	0.0	44.0
28	40.1	5.0	44.0
29	43.2	26.0	44.0
30	42.3	29.0	44.0
31	41.5	0.0	44.0
32	42.0	27.0	44.0
33	41.6	33.0	44.0
34	41.2	25.0	44.0
35	41.8	16.0	44.0
36	43.5	15.0	44.0
37	43.6	38.0	44.0
38	43.9	0.0	44.0
39	43.7	0.0	44.0
0	47.4	26.0	48.0
1	47.6	61.0	48.0
2	47.6	0.0	48.0
3	45.8	36.0	48.0
4	45.6	0.0	48.0
5	47.0	16.0	48.0
6	47.3	4.0	48.0
7	47.8	22.0	48.0
8	47.8	59.0	48.0
9	47.4	0.0	48.0
10	45.1	23.0	48.0
