	t	genotype	recovered_window
0	40.0	11.0	40.0
1	36.1	0.0	40.0
2	38.1	17.0	40.0
3	37.7	5.0	40.0
4	37.7	0.0	40.0
5	37.9	0.0	40.0
6	36.7	10.0	40.0
7	37.6	0.0	40.0
8	37.3	0.0	40.0
9	38.2	0.0	40.0
10	38.4	11.0	40.0
11	38.2	14.0	40.0
12	40.0	4.0	40.0
13	37.3	0.0	40.0
14	36.9	0.0	40.0
15	37.2	4.0	40.0
16	38.8	16.0	40.0
17	39.0	17.0	40.0
18	37.4	5.0	40.0
19	39.2	15.0	40.0
20	39.4	10.0	40.0
21	39.8	28.0	40.0
22	38.0	0.0	40.0
23	39.0	0.0	40.0
24	39.5	0.0	40.0
25	37.1	0.0	40.0
26	36.8	0.0	40.0
27	39.5	16.0	40.0
28	39.4	0.0	40.0
29	39.4	4.0	40.0
30	38.7	0.0	40.0
31	38.8	5.0	40.0
32	38.2	5.0	40.0
33	39.6	0.0	40.0
34	38.7	0.0	40.0
35	37.9	0.0	40.0
36	39.2	10.0	40.0
37	38.1	4.0	40.0
38	38.6	0.0	40.0
39	38.5	15.0	40.0
0	43.6	38.0	44.0
1	40.4	0.0	44.0
2	40.4	5.0	44.0
3	42.4	31.0	44.0
4	44.0	4.0	44.0
5	43.0	0.0	44.0
6	41.9	0.0	44.0
7	40.3	0.0	44.0
8	41.4	16.0	44.0
9	43.8	16.0	44.0
10	43.0	0.0	44.0
11	41.2	0.0	44.0
12	40.1	5.0	44.0
13	41.5	0.0	44.0
14	43.2	26.0	44.0
15	42.3	29.0	44.0
16	42.2	4.0	44.0
17	42.0	16.0	44.0
18	40.5	0.0	44.0
19	43.6	30.0	44.0
20	41.2	25.0	44.0
21	41.1	0.0	44.0
22	42.8	29.0	44.0
23	40.5	4.0	44.0
24	41.6	33.0	44.0
25	43.8	26.0	44.0
26	40.7	0.0	44.0
27	40.2	10.0	44.0
28	42.7	0.0	44.0
29	41.1	0.0	44.0
30	43.3	19.0	44.0
31	42.0	27.0	44.0
32	41.6	0.0	44.0
33	41.5	0.0	44.0
34	41.1	16.0	44.0
35	42.7	21.0	44.0
36	41.8	4.0	44.0
37	43.0	0.0	44.0
38	43.7	0.0	44.0
39	41.7	15.0	44.0
0	45.5	37.0	48.0
1	45.3	51.0	48.0
2	47.2	26.0	48.0
3	44.2	15.0	48.0
4	47.1	0.0	48.0
5	46.7	0.0	48.0
6	47.1	65.0	48.0
7	46.6	16.0	48.0
8	45.2	0.0	48.0
9	46.0	16.0	48.0
10	45.3	0.0	48.0
